,index,url,book_id,title,award_count,author,avg_rating,num_reviews,num_ratings,num_pages,original_publish_year,series,genres,awards,place,normalise_mean
592,598,https://www.goodreads.com/book/show/7069.The_World_According_to_Garp,7069.0,The World According to Garp,3,John Irving,4.09,208977,208977,610,1978.0,False,"Fiction, Classics, Contemporary, Literature, Novels, Literary Fiction, Humor, Literature, American, Adult Fiction, Drama","National Book Award for Fiction (Paperback) (1980), National Book Critics Circle Award Nominee for Fiction (1978), National Book Award Finalist for Fiction (1979)","Vienna, United States of America, New England, Boston, Massachusetts",5.550211186989302
593,599,https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms,10799.0,A Farewell to Arms,0,Ernest Hemingway,3.81,271908,271908,293,1929.0,False,"Classics, Fiction, Historical, Historical Fiction, War, Literature, Novels, Literature, American, Romance, Classics, Classic Literature, Academic, School",nan,"Italy, Milan, Switzerland",4.732029368807484
594,600,https://www.goodreads.com/book/show/7100490-the-forbidden-game,7100490.0,The Forbidden Game,0,L.J. Smith,4.19,21258,21258,750,1997.0,True,"Young Adult, Fantasy, Fantasy, Paranormal, Romance, Fantasy, Supernatural, Horror, Fiction, Fantasy, Magic, Fantasy, Urban Fantasy, Romance, Paranormal Romance",nan,nan,5.842418979197096
595,601,https://www.goodreads.com/book/show/15784909-this-girl,15784909.0,This Girl,1,Colleen Hoover,4.12,73056,73056,304,2013.0,True,"Romance, New Adult, Contemporary, Young Adult, Romance, Contemporary Romance, Fiction, Womens Fiction, Chick Lit, Love, Realistic Fiction, Poetry",Goodreads Choice Award Nominee for Romance (2013),"Ypsilanti, Michigan",5.63787352465164
596,602,https://www.goodreads.com/book/show/31250.Little_Dorrit,31250.0,Little Dorrit,0,Charles Dickens,3.99,44270,44270,1021,1855.0,False,"Classics, Fiction, Historical, Victorian, Literature, Literature, 19th Century, Historical, Historical Fiction, European Literature, British Literature, Classics, Classic Literature, Novels, Romance",nan,"London, England",5.258003394781511
597,603,https://www.goodreads.com/book/show/234184.Stone_of_Tears,234184.0,Stone of Tears,2,Terry Goodkind,4.09,109356,109356,703,1995.0,True,"Fantasy, Fiction, Fantasy, Epic Fantasy, Science Fiction Fantasy, Fantasy, High Fantasy, Adventure, Young Adult, Fantasy, Magic, Childrens, Romance","Locus Award Nominee for Best Fantasy Novel (1996), SFBC Award Nominee for Book of the Year (1996)",nan,5.550211186989302
598,604,https://www.goodreads.com/book/show/10589.Bag_of_Bones,10589.0,Bag of Bones,3,Stephen King,3.91,178144,178144,736,1998.0,False,"Horror, Fiction, Thriller, Mystery, Fantasy, Fantasy, Paranormal, Suspense, Fantasy, Supernatural, Paranormal, Ghosts, Adult","Bram Stoker Award for Best Novel (1998), Locus Award for Best Dark Fantasy/Horror Novel (1999), British Fantasy Award for Best Novel (1999)","Derry, Maine",5.024237161015277
599,605,https://www.goodreads.com/book/show/608474.The_Sign_of_Four,608474.0,The Sign of Four,0,Arthur Conan Doyle,3.93,121621,121621,129,1890.0,True,"Classics, Mystery, Fiction, Mystery, Crime, Mystery, Detective, Audiobook, Thriller, Mystery Thriller, Literature, 19th Century, Historical, Historical Fiction, European Literature, British Literature",nan,nan,5.082678719456835
600,606,https://www.goodreads.com/book/show/54317167-life-for-life,54317167.0,Life for Life,0,J.K. Franko,4.32,1070,1070,396,2020.0,True,"Contemporary, Drama, Fiction, Novels, Thriller",nan,nan,6.222289109067225
601,607,https://www.goodreads.com/book/show/13927.Son_of_the_Shadows,13927.0,Son of the Shadows,1,Juliet Marillier,4.33,28474,28474,608,2000.0,True,"Fantasy, Romance, Historical, Historical Fiction, Fiction, Historical, Fantasy, Magic, Historical Fiction, Historical Fantasy, Adult, Young Adult, Science Fiction Fantasy",Aurealis Award for Best Fantasy Novel (2000),nan,6.251509888288004
602,608,https://www.goodreads.com/book/show/816953.Someone_Like_You,816953.0,Someone Like You,3,Sarah Dessen,3.92,98855,98855,281,1998.0,False,"Young Adult, Romance, Contemporary, Fiction, Womens Fiction, Chick Lit, Realistic Fiction, Young Adult, Teen, Young Adult, High School, Young Adult, Young Adult Contemporary, Young Adult, Young Adult Romance","South Carolina Book Award for Young Adult Book Award (2001), Maryland Black-Eyed Susan Book Award for High School (2001), Michigan Library Association Thumbs Up! Award Nominee (1999)","Lakeview, North Carolina",5.053457940236055
603,609,https://www.goodreads.com/book/show/347852.The_Road_Less_Traveled,347852.0,"The Road Less Traveled: A New Psychology of Love, Traditional Values and Spiritual Growth",0,M. Scott Peck,4.06,86922,86922,320,1978.0,False,"Psychology, Nonfiction, Self Help, Spirituality, Philosophy, Self Help, Personal Development, Inspirational, Religion, Relationships, Classics",nan,nan,5.462548849326963
604,610,https://www.goodreads.com/book/show/7129598-nevermore,7129598.0,Nevermore,0,Kelly Creagh,3.86,29560,29560,543,2010.0,True,"Young Adult, Fantasy, Paranormal, Fantasy, Romance, Romance, Paranormal Romance, Fantasy, Supernatural, Horror, Fantasy, Urban Fantasy, Fiction, Paranormal, Ghosts",nan,nan,4.87813326491138
605,611,https://www.goodreads.com/book/show/13223520-existence,13223520.0,Existence,0,Abbi Glines,3.93,59747,59747,161,2004.0,True,"Fantasy, Paranormal, Young Adult, Romance, Fantasy, Romance, Paranormal Romance, Fantasy, Supernatural, Paranormal, Ghosts, Fantasy, Urban Fantasy, New Adult, Paranormal, Angels",nan,"Breeze, Florida, Florida",5.082678719456835
606,612,https://www.goodreads.com/book/show/359375.Night_Watch,359375.0,Night Watch,1,Sergei Lukyanenko,3.98,40277,40277,455,1998.0,True,"Fantasy, Fantasy, Urban Fantasy, Fiction, Horror, Paranormal, Vampires, Fantasy, Paranormal, Cultural, Russia, Fantasy, Supernatural, Science Fiction, Fantasy, Magic",Stalker Award for Best Translated Novel (2009),Moscow,5.228782615560731
607,613,https://www.goodreads.com/book/show/45100.Ship_of_Magic,45100.0,Ship of Magic,3,Robin Hobb,4.13,67720,67720,880,1998.0,True,"Fantasy, Fiction, Fantasy, Epic Fantasy, Fantasy, High Fantasy, Adventure, Science Fiction Fantasy, Fantasy, Dragons, Adult, Young Adult, Fantasy, Magic","Endeavour Award Nominee (1999), Le Blanc Award Nominee for Melhor Romance Estrangeiro de Fantasia, Ficção Científica ou Terror Publicado em Língua Portuguesa (2018)",nan,5.667094303872419
608,614,https://www.goodreads.com/book/show/1499952.Daddy_Long_Legs,1499952.0,Daddy-Long-Legs,0,Jean Webster,4.15,47908,47908,249,1912.0,True,"Classics, Fiction, Young Adult, Romance, Historical, Historical Fiction, Childrens, Historical, Novels, Young Adult, Coming Of Age, Humor",nan,nan,5.725535862313979
609,615,https://www.goodreads.com/book/show/6596.The_Four_Agreements,6596.0,The Four Agreements: A Practical Guide to Personal Freedom,0,Miguel Ruiz,4.16,230160,230160,168,1997.0,False,"Nonfiction, Self Help, Spirituality, Philosophy, Self Help, Personal Development, Psychology, Inspirational, Religion, Audiobook, Business",nan,nan,5.754756641534757
610,616,https://www.goodreads.com/book/show/77565.The_Fall_of_Hyperion,77565.0,The Fall of Hyperion,6,Dan Simmons,4.21,99743,99743,517,1990.0,True,"Science Fiction, Fiction, Fantasy, Space, Space Opera, Science Fiction Fantasy, Science Fiction, Time Travel, Audiobook, Space, Speculative Fiction, Horror","Hugo Award Nominee for Best Novel (1991), Nebula Award Nominee for Best Novel (1990), Locus Award for Best Science Fiction Novel (1991), British Science Fiction Association Award for Novel (1991), SF Chronicle Award for Best Novel (1991), Seiun Award 星雲賞 for Best Foreign Novel (1996)",nan,5.9008605376386525
611,617,https://www.goodreads.com/book/show/58085.The_Sight,58085.0,The Sight,0,David Clement-Davies,4.14,12602,12602,486,2001.0,True,"Fantasy, Young Adult, Animals, Fiction, Animals, Wolves, Adventure, Childrens, Animals, Animal Fiction, Fantasy, Magic, Young Adult, Young Adult Fantasy",nan,nan,5.6963150830931975
612,618,https://www.goodreads.com/book/show/10757833-beautiful-chaos,10757833.0,Beautiful Chaos,0,Kami Garcia,3.92,96887,96887,516,2011.0,True,"Fantasy, Young Adult, Fantasy, Paranormal, Romance, Fantasy, Magic, Fiction, Fantasy, Supernatural, Paranormal, Witches, Fantasy, Urban Fantasy, Romance, Paranormal Romance",nan,"Gatlin, South Carolina",5.053457940236055
613,619,https://www.goodreads.com/book/show/3086160-the-hour-i-first-believed,3086160.0,The Hour I First Believed,1,Wally Lamb,3.81,59532,59532,740,2007.0,False,"Fiction, Historical, Historical Fiction, Contemporary, Adult Fiction, Adult, Literary Fiction, Drama, Novels, Book Club, Audiobook",LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009),"Denver, Colorado, Connecticut",4.732029368807484
614,620,https://www.goodreads.com/book/show/14748.Good_in_Bed,14748.0,Good in Bed,0,Jennifer Weiner,3.73,285532,285532,376,2001.0,True,"Womens Fiction, Chick Lit, Fiction, Romance, Contemporary, Adult Fiction, Adult, Humor, Romance, Contemporary Romance, Womens Fiction, Novels",nan,"Philadelphia, Pennsylvania",4.498263135041251
615,621,https://www.goodreads.com/book/show/127459.The_Sweet_Far_Thing,127459.0,The Sweet Far Thing,0,Libba Bray,3.95,68447,68447,819,2007.0,True,"Fantasy, Young Adult, Historical, Historical Fiction, Historical, Fiction, Romance, Fantasy, Paranormal, Fantasy, Magic, Young Adult, Young Adult Fantasy, Young Adult, Teen",nan,United Kingdom,5.141120277898394
616,622,https://www.goodreads.com/book/show/16113791-the-coincidence-of-callie-kayden,16113791.0,The Coincidence of Callie & Kayden,1,Jessica Sorensen,4.18,111546,111546,283,2012.0,True,"Romance, New Adult, Contemporary, Young Adult, Academic, College, Romance, Contemporary Romance, Sociology, Abuse, Fiction, Womens Fiction, Chick Lit, Drama",Goodreads Choice Award Nominee for Romance (2013),"Laramie, Wyoming, Afton, Wyoming",5.8131981999763145
617,623,https://www.goodreads.com/book/show/7510368-the-cadaver-factory,7510368.0,The Cadaver Factory,0,Kenneth Jarrett Singleton,4.35,238,238,52,2004.0,False,"Fiction, Horror, Contemporary, Mystery, Science Fiction, Mystery, Crime, Thriller, Suspense",nan,nan,6.309951446729562
618,624,https://www.goodreads.com/book/show/12971616-the-rise-of-nine,12971616.0,The Rise of Nine,1,Pittacus Lore,4.18,98934,98934,372,2012.0,True,"Young Adult, Fantasy, Science Fiction, Science Fiction, Aliens, Fiction, Adventure, Fantasy, Paranormal, Romance, Action, Young Adult, Teen",Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2012),nan,5.8131981999763145
619,625,https://www.goodreads.com/book/show/11468377-thinking-fast-and-slow,11468377.0,"Thinking, Fast and Slow",4,Daniel Kahneman,4.16,343821,343821,499,2011.0,False,"Nonfiction, Psychology, Science, Business, Self Help, Economics, Self Help, Personal Development, Philosophy, Audiobook, Unfinished","Los Angeles Times Book Prize for Current Interest (2011), Best Book of Ideas Prize Nominee (2012), Samuel Johnson Prize for Non-Fiction Nominee for Longlist (2012), Andrew Carnegie Medal Nominee for Nonfiction (2012)",nan,5.754756641534757
620,626,https://www.goodreads.com/book/show/784911.Rise_of_the_Evening_Star,784911.0,Rise of the Evening Star,0,Brandon Mull,4.16,113140,113140,456,2007.0,True,"Fantasy, Young Adult, Fiction, Childrens, Middle Grade, Adventure, Fantasy, Magic, Childrens, Childrens, Juvenile, Young Adult, Young Adult Fantasy, Science Fiction Fantasy",nan,Connecticut,5.754756641534757
621,627,https://www.goodreads.com/book/show/6574102-heist-society,6574102.0,Heist Society,3,Ally Carter,3.9,90294,90294,287,2010.0,True,"Young Adult, Mystery, Contemporary, Romance, Fiction, Adventure, Young Adult, Teen, Mystery, Crime, Womens Fiction, Chick Lit, Realistic Fiction","Rhode Island Teen Book Award Nominee (2012), The Inky Awards Nominee for Silver Inky (2010), Goodreads Choice Award Nominee for Young Adult Fiction (2010)","New York City, New York, Las Vegas, Nevada, Sabina Valley, Naples, Vienna, Warsaw, Paris, Rome, London, England, Nevada",4.995016381794497
622,628,https://www.goodreads.com/book/show/35231.Lord_of_Chaos,35231.0,Lord of Chaos,2,Robert Jordan,4.13,136426,136426,1011,1994.0,True,"Fantasy, Fiction, Fantasy, Epic Fantasy, Fantasy, High Fantasy, Science Fiction Fantasy, Adventure, Epic, Audiobook, Young Adult, Fantasy, Magic","Locus Award Nominee for Best Fantasy Novel (1995), SFBC Award (1995)",nan,5.667094303872419
623,629,https://www.goodreads.com/book/show/205476.Our_Town,205476.0,Our Town,2,Thornton Wilder,3.68,44774,44774,181,1938.0,False,"Plays, Classics, Drama, Fiction, Plays, Theatre, Academic, School, Academic, Read For School, Young Adult, High School, Literature, Historical, Historical Fiction","Pulitzer Prize for Drama (1938), New York Drama Critics' Circle Award Nominee for Best American Play (1938)","Grover's Corners, New Hampshire, New Hampshire",4.352159238937354
624,630,https://www.goodreads.com/book/show/18297707-tangled,18297707.0,Tangled,2,Emma Chase,4.07,109288,109288,254,2013.0,True,"Romance, Contemporary, Romance, Contemporary Romance, New Adult, Humor, Adult, Womens Fiction, Chick Lit, Adult Fiction, Erotica, Fiction, Romance, Erotic Romance","All About Romance (AAR) Annual Reader Poll for Funniest Romance  (2014), Goodreads Choice Award for Debut Author and Nominee for Romance (2013)","New York City, New York",5.491769628547744
625,631,https://www.goodreads.com/book/show/40102.Blink,40102.0,Blink: The Power of Thinking Without Thinking,0,Malcolm Gladwell,3.94,511678,511678,296,2005.0,False,"Nonfiction, Psychology, Business, Science, Self Help, Sociology, Audiobook, Self Help, Personal Development, Philosophy, Leadership",nan,nan,5.111899498677614
626,632,https://www.goodreads.com/book/show/1428.By_the_River_Piedra_I_Sat_Down_and_Wept,1428.0,By the River Piedra I Sat Down and Wept,0,Paulo Coelho,3.57,89930,89930,208,1994.0,True,"Fiction, Romance, Philosophy, Novels, Spirituality, Contemporary, Literature, Inspirational, Love, Adult",nan,Spain,4.030730667508783
627,633,https://www.goodreads.com/book/show/20829994-percy-jackson-s-greek-gods,20829994.0,Percy Jackson's Greek Gods,0,Rick Riordan,4.48,57438,57438,417,2014.0,True,"Fantasy, Fantasy, Mythology, Young Adult, Childrens, Middle Grade, Fiction, Mythology, Greek Mythology, Adventure, Audiobook, Humor, Childrens",nan,nan,6.689821576599694
628,634,https://www.goodreads.com/book/show/49599733-a-gracious-enemy,49599733.0,A Gracious Enemy,0,Michael G. Kramer,4.3,5737,5737,503,2019.0,False,"Drama, Book Club, Contemporary, Novels, Epic, Fiction",nan,nan,6.163847550625665
629,635,https://www.goodreads.com/book/show/12194.Lord_Jim,12194.0,Lord Jim,0,Joseph Conrad,3.62,27759,27759,455,1900.0,False,"Classics, Fiction, Literature, Adventure, Novels, Historical, Historical Fiction, European Literature, British Literature, Classics, Classic Literature, Literary Fiction, Literature, English Literature",nan,Malaysia,4.17683456361268
630,636,https://www.goodreads.com/book/show/5348.The_Testament,5348.0,The Testament,0,John Grisham,3.86,109989,109989,535,1999.0,False,"Fiction, Thriller, Mystery, Thriller, Legal Thriller, Suspense, Mystery, Crime, Thriller, Mystery Thriller, Law, Novels, Adult Fiction",nan,"United States of America, Corumba, McLean, Virginia",4.87813326491138
631,637,https://www.goodreads.com/book/show/7664334-amy-roger-s-epic-detour,7664334.0,Amy & Roger's Epic Detour,4,Morgan Matson,3.99,91163,91163,343,2010.0,False,"Young Adult, Contemporary, Romance, Fiction, Travel, Road Trip, Realistic Fiction, Young Adult, Young Adult Contemporary, Travel, Womens Fiction, Chick Lit, Young Adult, Young Adult Romance","Rhode Island Teen Book Award Nominee (2012), Goodreads Choice Award Nominee for Debut Author, Goodreads Author (2010), Missouri Gateway Readers Award Nominee (2013)",United States of America,5.258003394781511
632,638,https://www.goodreads.com/book/show/7673244-carnal,7673244.0,Carnal: Somewhere Over 40 Winks,0,Rom LcO'Feer,3.45,2744,2744,222,2009.0,False,"Psychology, Contemporary, Fiction, Drama",nan,nan,3.6800813168594324
633,639,https://www.goodreads.com/book/show/1305.Gates_of_Fire,1305.0,Gates of Fire,0,Steven Pressfield,4.4,30948,30948,526,1998.0,False,"Historical, Historical Fiction, Fiction, War, War, Military Fiction, Historical, Cultural, Greece, Novels, Fantasy, Literature, History, Ancient History",nan,"Greece, Thermopylae",6.45605534283346
634,640,https://www.goodreads.com/book/show/32650.The_Return_of_the_Native,32650.0,The Return of the Native,0,Thomas Hardy,3.86,34814,34814,426,1878.0,False,"Classics, Fiction, Literature, Literature, 19th Century, Historical, Victorian, European Literature, British Literature, Historical, Historical Fiction, Novels, Classics, Classic Literature, Romance",nan,United Kingdom,4.87813326491138
635,641,https://www.goodreads.com/book/show/28763485-the-sun-is-also-a-star,28763485.0,The Sun Is Also a Star,11,Nicola Yoon,4.05,208528,208528,384,2016.0,False,"Young Adult, Romance, Contemporary, Fiction, Audiobook, Realistic Fiction, Young Adult, Young Adult Contemporary, Young Adult, Teen, Young Adult, Young Adult Romance, Family","California Book Award for Young Adult (Gold) (2016), Michael L. Printz Award Nominee (2017), South Carolina Book Award Nominee for Young Adult (2019), Rhode Island Teen Book Award Nominee for Honorable Mention (2018), John Steptoe New Talent Award for Author (2017), Amelia Elizabeth Walden Award Nominee (2017), Lincoln Award Nominee (2020), National Book Award Finalist for Young People's Literature (2016), Goodreads Choice Award Nominee for Young Adult Fiction (2016), Missouri Gateway Readers Award Nominee (2018), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera independiente (2017)","New York City, New York",5.433328070106185
636,642,https://www.goodreads.com/book/show/91981.The_Dragonbone_Chair,91981.0,The Dragonbone Chair,0,Tad Williams,3.94,66607,66607,672,1988.0,True,"Fantasy, Fiction, Fantasy, Epic Fantasy, Fantasy, High Fantasy, Young Adult, Science Fiction Fantasy, Adventure, Childrens, Fantasy, Dragons, Childrens, Middle Grade",nan,nan,5.111899498677614
637,643,https://www.goodreads.com/book/show/62031.The_City_of_Dreaming_Books,62031.0,The City of Dreaming Books,2,Walter Moers,4.37,16598,16598,461,2004.0,True,"Fantasy, Fiction, Writing, Books About Books, European Literature, German Literature, Humor, Young Adult, Adventure, Science Fiction Fantasy, Adult, Audiobook","Phantastik-Preis der Stadt Wetzlar (2005), Literaturpreis der Jury der jungen Leser for Sonderpreis (2005)",nan,6.3683930051711215
638,644,https://www.goodreads.com/book/show/34507.Equal_Rites,34507.0,Equal Rites,1,Terry Pratchett,4.01,153958,153958,228,1987.0,True,"Fantasy, Fiction, Humor, Humor, Comedy, Science Fiction Fantasy, Fantasy, Magic, Paranormal, Witches, Young Adult, Adventure, Audiobook",Margaret A. Edwards Award (2011),"Bad Ass, Unseen University, Discworld, Ankh-Morpork, Dungeon Dimensions, Lancre",5.316444953223068
639,645,https://www.goodreads.com/book/show/16282066-significance,16282066.0,Significance,0,Shelly Crane,4.09,44251,44251,387,2011.0,True,"Fantasy, Paranormal, Young Adult, Romance, Fantasy, Romance, Paranormal Romance, Fantasy, Supernatural, Fantasy, Magic, New Adult, Contemporary, Young Adult, Young Adult Paranormal",nan,nan,5.550211186989302
640,646,https://www.goodreads.com/book/show/16155612-the-orb-of-truth,16155612.0,The Orb of Truth,0,Brae Wyckoff,3.76,295,295,242,2012.0,True,"Fantasy, Fiction, Christian, Fantasy, High Fantasy, Fantasy, Epic Fantasy, Christian Fiction, Science Fiction Fantasy, Christian Fiction, Christian Fantasy",nan,nan,4.585925472703587
641,647,https://www.goodreads.com/book/show/1249630.Os_Maias,1249630.0,Os Maias,2,Eça de Queirós,4.02,18246,18246,681,1888.0,False,"Classics, European Literature, Portuguese Literature, Fiction, Romance, Cultural, Portugal, Academic, School, Literature, Literature, 19th Century, Historical, Historical Fiction, Novels","PEN Translation Prize for Margaret Jull Costa (2008), Oxford-Weidenfeld Translation Prize (2008)",nan,5.345665732443846
642,648,https://www.goodreads.com/book/show/13836.Wild_Magic,13836.0,Wild Magic,0,Tamora Pierce,4.26,78200,78200,362,1992.0,True,"Fantasy, Young Adult, Fiction, Fantasy, Magic, Young Adult, Young Adult Fantasy, Adventure, Fantasy, High Fantasy, Childrens, Middle Grade, Childrens, Fantasy, Dragons",nan,Tortall,6.0469644337425486
643,649,https://www.goodreads.com/book/show/6091075-so-long-and-thanks-for-all-the-fish,6091075.0,"So Long, and Thanks for All the Fish",0,Douglas Adams,4.1,148658,148658,225,1984.0,True,"Science Fiction, Fiction, Humor, Fantasy, Humor, Comedy, Science Fiction Fantasy, Classics, Audiobook, Novels, Adventure",nan,nan,5.57943196621008
644,650,https://www.goodreads.com/book/show/32418.Hannibal,32418.0,Hannibal,2,Thomas  Harris,3.78,97626,97626,564,1999.0,True,"Horror, Fiction, Thriller, Mystery, Crime, Mystery, Suspense, Thriller, Mystery Thriller, Novels, Drama, Thriller, Psychological Thriller","Bram Stoker Award Nominee for Best Novel (1999), Puddly Award for Thriller (2001)","United States of America, Florence",4.644367031145146
645,651,https://www.goodreads.com/book/show/9572203-the-snowman,9572203.0,The Snowman,1,Jo Nesbø,4.02,117139,117139,383,2007.0,True,"Mystery, Mystery, Crime, Fiction, Thriller, Thriller, Mystery Thriller, European Literature, Scandinavian Literature, Suspense, Mystery, Detective, Scandinavian Lite..., Nordic Noir, Audiobook",Bokhandlerprisen (2007),"Oslo, Bergen",5.345665732443846
646,652,https://www.goodreads.com/book/show/16255.Tales_of_the_City,16255.0,Tales of the City,0,Armistead Maupin,4.02,38174,38174,272,1978.0,True,"Fiction, LGBT, GLBT, Queer, Humor, LGBT, Gay, Classics, Contemporary, Novels, Literature, American, Literature",nan,"San Francisco, California, California",5.345665732443846
647,653,https://www.goodreads.com/book/show/9565548-grave-mercy,9565548.0,Grave Mercy,6,Robin LaFevers,3.88,104155,104155,549,2012.0,True,"Fantasy, Young Adult, Historical, Historical Fiction, Romance, Historical, Fiction, Fantasy, Paranormal, Young Adult, Young Adult Fantasy, Adventure, Mystery","Mythopoeic Fantasy Award Nominee for Children's Literature (2015), Georgia Peach Book Award Nominee for Honor book (2013), RITA Award by Romance Writers of America Nominee for Young Adult Romance (2013), Milwaukee County Teen Book Award Nominee (2013), Lincoln Award Nominee (2017), Green Mountain Book Award Nominee (2015)","Brittany, France",4.936574823352938
648,654,https://www.goodreads.com/book/show/11741.Housekeeping,11741.0,Housekeeping,5,Marilynne Robinson,3.8,46671,46671,219,1980.0,False,"Fiction, Novels, Classics, Literary Fiction, Literature, Contemporary, Literature, American, Young Adult, Coming Of Age, Audiobook, Book Club","Pulitzer Prize Nominee for Fiction (1982), PEN/Hemingway Foundation Award (1982), PEN/Faulkner Award for Fiction Nominee (1982), Rosenthal Family Foundation Award (1982), National Book Award Finalist for Fiction (Paperback) (1983)",United States of America,4.702808589586704
649,656,https://www.goodreads.com/book/show/13145.Along_Came_a_Spider,13145.0,Along Came a Spider,0,James Patterson,4.11,414585,414585,449,1993.0,True,"Mystery, Fiction, Thriller, Mystery, Crime, Thriller, Mystery Thriller, Suspense, Mystery, Detective, Adult, Mystery, Murder Mystery, Audiobook",nan,"Washington, D.C.",5.608652745430862
650,657,https://www.goodreads.com/book/show/9912.The_Rules_of_Attraction,9912.0,The Rules of Attraction,0,Bret Easton Ellis,3.69,41739,41739,283,1987.0,False,"Fiction, Contemporary, Novels, LGBT, Literature, American, Thriller, Literature, Dark, Adult, Literary Fiction",nan,New England,4.381380018158133
651,658,https://www.goodreads.com/book/show/13637412,13637412.0,ساق البامبو,3,سعود السنعوسي,4.22,52468,52468,400,2012.0,False,"Novels, Fiction, Literature, Contemporary, Drama, Social","الجائزة العالمية للرواية العربية (أي باف) / International Prize for Arabic Fiction (IPAF) (2013), جائزة الدولة التشجيعية - الكويت (2012), Saif Ghobash Banipal Prize for Jonathan Wright (2016)",nan,5.9300813168594315
652,659,https://www.goodreads.com/book/show/3754026-beyond-the-shadows,3754026.0,Beyond the Shadows,0,Brent Weeks,4.25,92502,92502,689,2008.0,True,"Fantasy, Fiction, Fantasy, Epic Fantasy, Adventure, Fantasy, Magic, Young Adult, Fantasy, High Fantasy, Childrens, Science Fiction Fantasy, Childrens, Middle Grade",nan,"Midcyru, Cenaria, Khalidor, Alitaera, Seth",6.0177436545217695
653,660,https://www.goodreads.com/book/show/187812.Avalon_High,187812.0,Avalon High,2,Meg Cabot,3.81,43888,43888,288,2005.0,True,"Young Adult, Fantasy, Romance, Fiction, Womens Fiction, Chick Lit, Young Adult, Teen, Fantasy, Mythology, Retellings, Fantasy, Paranormal, Contemporary","South Carolina Book Award Nominee for Young Adult Book Award (2009), Lincoln Award Nominee (2010)","Annapolis, Maryland, Maryland",4.732029368807484
654,661,https://www.goodreads.com/book/show/316845.The_Sword_in_the_Stone,316845.0,The Sword in the Stone,1,T.H. White,3.9,23765,23765,352,1938.0,True,"Fantasy, Classics, Fiction, Historical, Historical Fiction, Mythology, Arthurian, Childrens, Young Adult, Fantasy, Mythology, Adventure, Historical",Retro Hugo Award for Best Novel (2014),United Kingdom,4.995016381794497
655,662,https://www.goodreads.com/book/show/13125947-reached,13125947.0,Reached,0,Ally Condie,3.56,148097,148097,512,2012.0,True,"Young Adult, Science Fiction, Dystopia, Romance, Science Fiction, Fiction, Fantasy, Young Adult, Teen, Audiobook, Adventure, Apocalyptic, Post Apocalyptic",nan,nan,4.001509888288004
656,663,https://www.goodreads.com/book/show/38746485-becoming,38746485.0,Becoming,4,Michelle Obama,4.52,678997,678997,426,2018.0,False,"Nonfiction, Autobiography, Memoir, Biography, Audiobook, Biography, Autobiography, Politics, Biography Memoir, Feminism, Adult, History","Los Angeles Times Book Prize Nominee for Current Interest (2018), Goodreads Choice Award Nominee for Memoir & Autobiography (2018), NAACP Image Award Nominee for Biography/Autobiography (2019), Audie Award for Autobiography/Memoir (2020)",nan,6.806704693482808
657,664,https://www.goodreads.com/book/show/27237358-making-faces,27237358.0,Making Faces,0,Amy Harmon,4.32,62427,62427,405,2013.0,False,"Romance, Contemporary, Young Adult, Romance, Contemporary Romance, War, Military Fiction, Fiction, New Adult, War, Drama, Love",nan,nan,6.222289109067225
658,665,https://www.goodreads.com/book/show/9508678-the-grand-delusion,9508678.0,The Grand Delusion,0,Heath Sommer,4.13,165,165,410,2010.0,True,"Mystery, Psychology, Fiction",nan,nan,5.667094303872419
659,666,https://www.goodreads.com/book/show/54329757-the-last-lumenian,54329757.0,The Last Lumenian,0,S.G. Blaise,4.31,1253,1253,328,2020.0,False,"Drama, Fiction, Novels, Fantasy, Contemporary, Science Fiction, Young Adult",nan,nan,6.193068329846445
660,667,https://www.goodreads.com/book/show/271199.Fruits_Basket_Vol_1,271199.0,"Fruits Basket, Vol. 1",0,Natsuki Takaya,4.25,152906,152906,216,1999.0,True,"Sequential Art, Manga, Fantasy, Sequential Art, Graphic Novels, Romance, Young Adult, Sequential Art, Comics, Fiction, Media Tie In, Anime, Manga, Shojo, Comics Manga",nan,Japan,6.0177436545217695
661,668,https://www.goodreads.com/book/show/7897851-bloodlines,7897851.0,Bloodlines,0,Lindsay Anne Kendal,3.7,947,947,320,2010.0,True,"Young Adult, Fantasy, Paranormal, Paranormal, Vampires, Horror, Fantasy, Romance, Fantasy, Supernatural, Fantasy, Urban Fantasy, Romance, Paranormal Romance, Young Adult, Young Adult Paranormal",nan,nan,4.410600797378914
662,669,https://www.goodreads.com/book/show/48502633-body-in-the-woods-a-jack-ludefance-novel,48502633.0,Body In The Woods A Jack Ludefance Novel,0,Behcet Kaya,4.29,2632,2632,389,2019.0,False,"Contemporary, Fiction, Novels, Drama",nan,nan,6.1346267714048865
663,670,https://www.goodreads.com/book/show/138872.Follow_the_River,138872.0,Follow the River,0,James Alexander Thom,4.22,18368,18368,406,1981.0,False,"Historical, Historical Fiction, Fiction, Historical, Adventure, Adventure, Survival, North American Hi..., American History, Book Club, Westerns, Adult, Adult Fiction",nan,United States of America,5.9300813168594315
